Make,Model,Year,Pros
FIAT,500,2016,"If you don’t need vast interior space, Fiat’s subcompact 2016 500 coupe and cabrio deserve a good look. The 500’s artistic flair makes it a more colorful alternative to the Nissan Versa Note, Honda Fit and Smart Fortwo. Performance buffs will love the Abarth trim."
FIAT,500,2015,"If you’re looking for something practical, affordable and efficient but not boring, the 2015 Fiat 500 subcompact is a viable alternative to the 
Nissan Versa Note, 
Scion iQ or 
Honda Fit. The Abarth model will give the Mini Cooper a run for its money, too."
FIAT,500,2014,"The Fiat 500 is hip, happening and a must-have for style-conscious city dwellers. Not as pricey as a Mini Cooper, but far more fun than a 
Toyota Yaris or 
Honda Fit, the 500 serves up a big dose of Italian attitude in a little body."
FIAT,500,2013,"Cool, funky, fun and unexpectedly refined, the 2013 Fiat 500 bridges the gap between the sportier, pricier Mini Cooper and the more pedestrian 
Toyota Yaris. If you like a little car with attitude, and hear the call of Italian style sensibilities, the Fiat 500 may be for you.
"
FIAT,500,2012,"Combining European style and heritage with a starting price of $16,000, the 2012 Fiat 500 bridges the gap between the sportier, pricier Mini Cooper and the more pedestrian 
Toyota Yaris. If you like the big personality of the Mini Cooper but would gladly sacrifice some performance for a more comfortable highway ride and a lower price, you'll find the Fiat 500 worth a look."
FIAT,500 Abarth,2019,"If you’re looking for a small, cute and fuel-efficient car that tells the world you dance to the beat of your own drum, driving a 2019 Fiat 500 or 500c Cabrio is the way to go. More comfortable than a Smart Fortwo and less expensive than a Mini Cooper, the 500 truly stands out from most cars in this class."
FIAT,500 Abarth,2018,"If you’re looking for an inexpensive subcompact that doesn’t look like an inexpensive subcompact, the 2018 Fiat 500 makes an excellent choice. Bright colors and plentiful options make the 500 more appealing than the Honda Fit or Smart ForTwo, and it undercuts the Mini Cooper’s price by a few thousand dollars."
FIAT,500 Abarth,2017,"If you’re in the market for a subcompact with mega personality, the 2017 Fiat 500 coupe and convertible have it in spades. With 15 possible color choices and a new options menu that allows for maximum personalization, the 500 outshines the Honda Fit, Smart ForTwo and even the Mini Cooper."
FIAT,500 Abarth,2016,"See how style, options and other factors can impact pricing in your area."
FIAT,500 Abarth,2015,"If you’re looking for something practical, affordable and efficient but not boring, the 2015 Fiat 500 subcompact is a viable alternative to the 
Nissan Versa Note, 
Scion iQ or 
Honda Fit. The Abarth model will give the Mini Cooper a run for its money, too."
FIAT,500 Abarth,2014,"The Fiat 500 is hip, happening and a must-have for style-conscious city dwellers. Not as pricey as a Mini Cooper, but far more fun than a 
Toyota Yaris or 
Honda Fit, the 500 serves up a big dose of Italian attitude in a little body."
FIAT,124 Spider,2019,"If you’re looking for a fun, affordable small convertible with styling and attitude that far exceed its humble price, the 2019 Fiat 124 Spider tops a very short list. Fiat’s turbocharged 4-cylinder delivers a different driving experience than in a Mazda MX-5, as does the reworked cabin."
FIAT,124 Spider,2018,"If you’re seeking a distinctive open-air sports car with a decidedly European flair, the 2018 Fiat 124 Spider offers plenty of Italian style and comfort and at an affordable price. The turbocharged engine gives it a different feel than the Miata upon which it’s based, as does a reworked cabin."
FIAT,124 Spider,2017,"If you’re charmed by the romance of the open road as well as open skies, you’ll like the 2017 Fiat 124 Spider. Its distinct Italian style, turbocharged engine, slightly softer demeanor, and competitive pricing make it a compelling alternative to the Mazda Miata from which it spawned."
FIAT,500c,2019,"If you’re looking for a small, cute and fuel-efficient car that tells the world you dance to the beat of your own drum, driving a 2019 Fiat 500 or 500c Cabrio is the way to go. More comfortable than a Smart Fortwo and less expensive than a Mini Cooper, the 500 truly stands out from most cars in this class."
FIAT,500c,2018,"If you’re looking for an inexpensive subcompact that doesn’t look like an inexpensive subcompact, the 2018 Fiat 500 makes an excellent choice. Bright colors and plentiful options make the 500 more appealing than the Honda Fit or Smart ForTwo, and it undercuts the Mini Cooper’s price by a few thousand dollars."
FIAT,500c,2017,"If you’re in the market for a subcompact with mega personality, the 2017 Fiat 500 coupe and convertible have it in spades. With 15 possible color choices and a new options menu that allows for maximum personalization, the 500 outshines the Honda Fit, Smart ForTwo and even the Mini Cooper."
FIAT,500c,2016,"See how style, options and other factors can impact pricing in your area."
FIAT,500c,2015,"If you’re looking for something practical, affordable and efficient but not boring, the 2015 Fiat 500 subcompact is a viable alternative to the 
Nissan Versa Note, 
Scion iQ or 
Honda Fit. The Abarth model will give the Mini Cooper a run for its money, too."
FIAT,500c,2014,"The Fiat 500 is hip, happening and a must-have for style-conscious city dwellers. Not as pricey as a Mini Cooper, but far more fun than a 
Toyota Yaris or 
Honda Fit, the 500 serves up a big dose of Italian attitude in a little body."
FIAT,500c Abarth,2019,"If you’re looking for a small, cute and fuel-efficient car that tells the world you dance to the beat of your own drum, driving a 2019 Fiat 500 or 500c Cabrio is the way to go. More comfortable than a Smart Fortwo and less expensive than a Mini Cooper, the 500 truly stands out from most cars in this class."
FIAT,500c Abarth,2018,"If you’re looking for an inexpensive subcompact that doesn’t look like an inexpensive subcompact, the 2018 Fiat 500 makes an excellent choice. Bright colors and plentiful options make the 500 more appealing than the Honda Fit or Smart ForTwo, and it undercuts the Mini Cooper’s price by a few thousand dollars."
FIAT,500c Abarth,2017,"If you’re in the market for a subcompact with mega personality, the 2017 Fiat 500 coupe and convertible have it in spades. With 15 possible color choices and a new options menu that allows for maximum personalization, the 500 outshines the Honda Fit, Smart ForTwo and even the Mini Cooper."
Ford,Fiesta,2019,"If you’re looking for a subcompact car with great looks, a sporty ride and a good reputation for economical operation, the 2019 Ford Fiesta is it. Seeing as this is the Fiesta’s final year, odds are you’ll be able to strike a really good deal on a remaining 2019 model."
Ford,Fiesta,2018,"If you’re searching for a fun, affordable and fuel-efficient small car that’s also tech savvy, the 2018 Ford Fiesta deserves a test drive. Those with a need for speed will love the ST trim, one of the few performance-minded subcompacts available."
Ford,Fiesta,2017,"If you want a little fun, style and infotainment tech in your fuel-efficient and inexpensive subcompact, the 2017 Ford Fiesta will make you smile. Driving enthusiasts on a budget should go directly to the well-engineered 197-horsepower Ford Fiesta ST, as it’s among the few performance-oriented subcompacts available."
